基金代码,基金简称,基金类型,资产规模(亿),基金管理人,基金净值,基金经理(最近连续最长任职),基金经理的上任时间,近三年标准差,近三年夏普,近三年涨幅,近五年涨幅
000123,汇添富实业债债券C,债券型-长债,1.46,汇添富基金,1.2983,徐一恒,2020-06-04,1.74%,0.63,8.01%,17.81%
070038,嘉实纯债债券C,债券型-长债,1.36,嘉实基金,1.2981,轩璇,2019-11-05,0.74%,2.78,11.03%,17.33%
001116,广发聚安混合C,混合型-偏债,0.29,广发基金,1.2980,郎振东,2021-05-13,3.88%,-0.66,-3.13%,20.61%
000222,汇添富年年利定期开放债券C,债券型-长债,0.12,汇添富基金,1.2979,徐光,2018-09-28,1.12%,0.61,6.70%,13.76%
004739,摩根安隆回报混合C,混合型-偏债,1.76,摩根资产管理,1.2974,陈圆明,2019-04-12,4.14%,-0.27,1.12%,24.14%
660011,农银中证500指数,指数型-股票,0.52,农银汇理基金,1.2973,宋永安,2014-02-10,17.61%,-0.58,-23.83%,2.25%
009198,前海开源黄金ETF联接A,指数型-其他,0.93,前海开源基金,1.2973,梁溥森,2020-05-25,10.54%,0.94,38.30%,None
021740,前海开源黄金ETF联接C,指数型-其他,None,前海开源基金,1.2973,梁溥森,2024-06-19,None,None,None,None
519959,长信多利混合A,混合型-灵活,0.65,长信基金,1.2969,刘亮,2021-07-06,20.36%,-0.99,-46.38%,11.18%
501077,富国创新企业灵活配置混合(LOF)A,混合型-灵活,6.69,富国基金,1.2963,孙权,2022-07-28,30.56%,-0.74,-50.93%,28.41%
013391,招商安泰债券D,债券型-长债,1.45,招商基金,1.2961,刘万锋,2021-08-17,None,None,None,None
000884,民生加银优选股票,股票型,0.99,民生加银基金,1.2960,蔡晓,2022-12-28,24.60%,-0.86,-48.16%,17.20%
000667,工银绝对收益混合发起A,混合型-绝对收益,0.53,工银瑞信基金,1.2960,张乐涛,2022-02-18,4.10%,-0.54,-2.19%,17.93%
019291,德邦新回报灵活配置混合C,混合型-灵活,0.00,德邦基金,1.2960,朱慧琳,2023-09-04,None,None,None,None
519991,长信双利优选混合A,混合型-偏股,0.83,长信基金,1.2952,祝昱丰,2019-02-18,20.14%,-0.96,-44.32%,12.71%
001726,汇添富新兴消费股票A,股票型,2.51,汇添富基金,1.2950,刘伟林,2015-12-02,23.23%,-0.67,-36.74%,33.64%
001047,光大保德信国企改革股票A,股票型,2.04,光大保德信基金,1.2950,林晓凤,2020-10-24,20.99%,-0.67,-33.35%,17.30%
006813,博时汇悦回报混合,混合型-偏股,0.54,博时基金,1.2949,刘宁,2023-08-22,20.54%,-0.78,-37.45%,31.44%
005246,国泰可转债债券,债券型-混合二级,1.19,国泰基金,1.2947,刘波,2020-09-25,12.84%,-0.39,-10.08%,31.88%
007229,华安中债7-10年国开债C,指数型-固收,44.13,华安基金,1.2945,周舒展,2021-03-08,1.85%,2.41,18.98%,None
009100,安信稳健增利混合A,混合型-偏债,50.41,安信基金,1.2947,张翼飞,2020-04-01,5.59%,0.56,14.47%,None
160608,鹏华普天债券B,债券型-混合一级,9.94,鹏华基金,1.2941,刘涛,2017-05-24,0.45%,3.22,9.14%,11.97%
002161,银华万物互联灵活配置混合,混合型-灵活,0.55,银华基金,1.2940,赵楠楠,2022-12-14,4.08%,-0.50,-1.60%,30.97%
004596,中科沃土沃安中短利率A,债券型-中短债,0.21,中科沃土基金,1.2940,董清源,2022-05-26,14.13%,0.55,30.62%,36.69%
200113,长城积极增利债券C,债券型-混合一级,0.09,长城基金,1.2938,魏建,2020-07-20,8.12%,-0.77,-13.64%,-3.80%
004404,平安股息精选沪港深C,股票型,0.03,平安基金,1.2935,刘杰,2022-06-10,16.78%,-0.52,-20.06%,24.09%
005824,泰康颐享混合C,混合型-偏债,0.80,泰康基金,1.2931,金宏伟,2020-07-24,5.23%,-0.60,-4.84%,20.27%
005152,农银沪深300指数C,指数型-股票,0.14,农银汇理基金,1.2931,宋永安,2018-03-21,15.43%,-0.80,-29.17%,-0.12%
270009,广发增强债券C,债券型-混合一级,6.50,广发基金,1.2930,张芊,2021-04-08,1.16%,1.28,9.21%,16.99%
000072,华安稳健回报混合A,混合型-灵活,1.18,华安基金,1.2930,朱才敏,2023-03-28,2.98%,-0.40,0.91%,20.28%
519989,长信利丰债券C,债券型-混合二级,2.76,长信基金,1.2930,李家春,2018-12-04,4.82%,-0.46,-2.12%,15.38%
005304,嘉实医药健康股票C,股票型,2.75,嘉实基金,1.2924,郝淼,2021-08-11,27.50%,-0.86,-52.75%,27.87%
009270,融通逆向策略灵活配置混合C,混合型-灵活,0.01,融通基金,1.2921,刘安坤,2020-05-13,14.40%,-0.74,-25.03%,None
020126,东方量化成长灵活配置混合C,混合型-灵活,0.25,东方基金,1.2921,盛泽,2023-11-24,None,None,None,None
007316,交银可转债债券A,债券型-混合二级,1.12,交银施罗德基金,1.2920,魏玉敏,2019-07-11,13.65%,-0.18,-2.99%,None
009477,中银上海金ETF联接A,指数型-其他,0.23,中银基金,1.2913,赵建忠,2020-09-29,10.25%,0.97,38.45%,None
001522,博时新策略灵活配置混合A,混合型-灵活,1.03,博时基金,1.2911,杨永光,2018-02-06,8.18%,-0.81,-14.53%,14.59%
004688,汇添富熙和混合C,混合型-偏债,0.08,汇添富基金,1.2911,何彪,2021-09-03,5.54%,-0.99,-11.42%,30.00%
003072,国联睿祥纯债C,债券型-长债,28.70,国联基金,1.2910,王玥,2018-06-19,0.72%,3.62,12.86%,22.25%
519221,海富通欣益混合C,混合型-灵活,0.29,海富通基金,1.2908,朱斌全,2019-10-15,14.56%,-0.64,-21.67%,1.28%
004495,博时量化平衡混合A,混合型-偏债,2.69,博时基金,1.2904,黄瑞庆,2017-05-04,11.51%,-0.33,-6.76%,24.35%
410003,华富成长趋势混合A,混合型-偏股,7.46,华富基金,1.2903,陈启明,2017-03-14,22.79%,-0.68,-36.34%,54.81%
000110,金鹰元安混合A,混合型-偏债,0.16,金鹰基金,1.2902,杨晓斌,2019-06-26,5.73%,-0.80,-8.89%,20.71%
007398,兴全磐稳增利债券C,债券型-混合一级,0.19,兴证全球基金,1.2901,张睿,2019-12-27,3.18%,0.33,7.80%,None
002276,中邮纯债恒利债券A,债券型-混合一级,5.83,中邮基金,1.2900,武志骁,2020-03-20,3.05%,1.26,16.95%,28.28%
006649,汇安多因子混合C,混合型-偏股,1.67,汇安基金,1.2898,柳预才,2023-05-29,19.44%,-0.73,-33.45%,28.33%
014498,诺安鸿鑫混合C,混合型-偏股,0.00,诺安基金,1.2897,李迪,2021-12-22,None,None,None,None
008872,大成睿裕六月持有股票C,股票型,0.08,大成基金,1.2896,刘旭,2020-06-05,15.56%,0.03,6.22%,None
006708,永赢宏益债券C,债券型-长债,0.00,永赢基金,1.2895,谢越,2020-05-11,0.69%,5.20,15.96%,27.52%
004686,华夏研究精选股票,股票型,1.33,华夏基金,1.2894,刘文成,2020-12-23,17.24%,-0.86,-34.72%,31.40%
005351,汇添富行业整合混合A,混合型-偏股,0.43,汇添富基金,1.2894,赵鹏程,2018-02-13,19.90%,-0.85,-39.29%,34.90%
000191,富国信用债债券A/B,债券型-长债,159.85,富国基金,1.2891,黄纪亮,2014-06-21,0.70%,3.56,12.43%,22.35%
001162,前海开源优势蓝筹股票A,股票型,0.38,前海开源基金,1.2890,田维,2023-02-17,16.92%,-0.72,-28.59%,12.18%
004751,广发鑫和灵活配置混合C,混合型-灵活,0.40,广发基金,1.2890,吴迪,2021-04-08,3.31%,-0.05,4.08%,24.61%
006868,华夏科技成长股票,股票型,3.63,华夏基金,1.2890,张帆,2019-03-05,22.55%,-0.64,-33.81%,37.03%
003266,招商招坤纯债C,债券型-长债,5.31,招商基金,1.2888,郭敏,2020-03-19,0.59%,3.93,11.92%,20.08%
011556,富国民裕进取沪港深成长C,混合型-偏股,1.14,富国基金,1.2886,张峰,2021-03-08,27.14%,-0.60,-38.12%,None
164208,天弘丰利债券(LOF)E,债券型-混合一级,6.21,天弘基金,1.2882,杜广,2020-12-24,4.17%,0.36,9.27%,23.30%
003222,新华丰利债券C,债券型-混合二级,0.14,新华基金,1.2881,郑毅,2022-09-29,5.95%,0.01,4.75%,19.55%
005140,华夏睿磐泰荣混合A,混合型-偏债,0.57,华夏基金,1.2881,宋洋,2018-04-10,2.87%,-0.01,4.47%,32.04%
002573,建信汇利灵活配置混合,混合型-灵活,0.53,建信基金,1.2881,邱宇航,2018-05-03,16.97%,-1.01,-39.84%,7.50%
000744,北信瑞丰稳定收益A,债券型-长债,21.78,北信瑞丰,1.2880,靳晓龙,2021-03-11,3.59%,1.36,20.37%,20.15%
001986,前海开源人工智能主题混合,混合型-灵活,6.72,前海开源基金,1.2880,曲扬,2016-05-04,28.04%,-0.73,-46.86%,26.40%
004333,金鹰元盛债券型发起式E,债券型-长债,0.08,金鹰基金,1.2880,王怀震,2022-10-20,2.30%,0.21,6.10%,18.25%
006197,华夏中证央企ETF联接C,指数型-股票,1.26,华夏基金,1.2878,严筱娴,2021-10-21,15.81%,-0.07,1.41%,23.66%
008099,广发价值领先混合A,混合型-偏股,23.63,广发基金,1.2876,林英睿,2020-05-07,18.49%,-0.61,-26.70%,None
001566,南方利达A,混合型-灵活,0.68,南方基金,1.2874,吴剑毅,2015-07-08,4.55%,-0.40,-1.00%,25.58%
007828,创金合信信用红利债券A,债券型-混合一级,25.69,创金合信基金,1.2871,郑振源,2019-09-26,0.58%,5.69,15.14%,None
005476,南方涪利定开债,债券型-长债,27.61,南方基金,1.2870,何康,2018-04-12,0.68%,4.09,13.37%,23.40%
014536,诺安高端制造股票C,股票型,0.03,诺安基金,1.2870,童宇,2021-12-22,None,None,None,None
004952,兴全恒益债券A,债券型-混合二级,35.04,兴证全球基金,1.2869,张睿,2017-09-20,5.90%,-0.09,3.01%,27.41%
020383,华富成长趋势混合C,混合型-偏股,0.00,华富基金,1.2868,陈启明,2023-12-25,None,None,None,None
162105,金鹰持久增利债券(LOF)C,债券型-混合二级,2.36,金鹰基金,1.2865,林龙军,2018-05-17,6.76%,-0.42,-3.93%,35.24%
000128,大成景安短融债券A,债券型-中短债,2.97,大成基金,1.2863,曾婷婷,2023-10-27,0.27%,3.57,7.62%,13.87%
003325,东方永兴18个月定开债C,债券型-长债,0.05,东方基金,1.2862,吴萍萍,2016-11-03,None,None,20.52%,28.94%
000333,长城稳固收益债券A,债券型-混合二级,0.10,长城基金,1.2861,张棪,2017-09-06,6.86%,-0.44,-4.46%,12.77%
161609,融通动力先锋混合A/B,混合型-偏股,21.05,融通基金,1.2860,关山,2021-02-18,15.44%,-0.73,-26.41%,33.36%
001164,中欧琪和灵活配置混合A,混合型-灵活,4.04,中欧基金,1.2860,黄华,2019-01-16,2.23%,0.09,5.17%,23.27%
002030,中信保诚新选混合B,混合型-灵活,0.25,中信保诚基金,1.2860,孙惠成,2023-09-11,4.30%,-0.49,-1.83%,26.57%
371020,摩根纯债债券A,债券型-长债,0.81,摩根资产管理,1.2859,周梦婕,2022-08-26,3.81%,0.57,11.40%,16.22%
018448,中欧琪和灵活配置混合E,混合型-灵活,0.00,中欧基金,1.2856,黄华,2023-05-05,None,None,None,None
002929,博时聚盈纯债债券,债券型-长债,13.28,博时基金,1.2855,于渤洋,2021-10-27,0.71%,4.19,13.99%,24.21%
006611,人保中证500指数,指数型-股票,0.33,人保资产,1.2855,周剑,2023-07-13,17.35%,-0.52,-21.02%,15.33%
001558,天弘医疗健康混合A,混合型-偏股,2.67,天弘基金,1.2852,刘盟盟,2018-01-18,21.12%,-0.88,-42.93%,47.39%
002231,华夏新趋势混合A,混合型-灵活,0.06,华夏基金,1.2850,刘睿聪,2022-12-28,3.32%,-0.65,-1.97%,17.72%
004195,招商中证1000指数增强C,指数型-股票,8.78,招商基金,1.2850,王平,2017-03-03,21.14%,-0.22,-9.10%,58.54%
005445,华宝价值发现混合A,混合型-偏股,0.66,华宝基金,1.2850,蔡目荣,2018-01-24,18.85%,-0.32,-13.18%,32.67%
005524,泰康颐年混合C,混合型-偏债,6.53,泰康基金,1.2850,桂跃强,2018-05-30,2.74%,0.14,5.74%,21.06%
002288,中银稳进策略混合A,混合型-灵活,0.60,中银基金,1.2849,郭昀松,2023-11-14,14.51%,-0.41,-12.88%,26.52%
001523,博时新策略灵活配置混合C,混合型-灵活,0.05,博时基金,1.2848,杨永光,2018-02-06,8.19%,-0.82,-14.78%,14.03%
007353,工银科技创新混合,混合型-偏股,4.28,工银瑞信基金,1.2848,胡志利,2020-12-30,None,None,-44.98%,26.31%
009034,建信上海金ETF联接C,指数型-其他,0.41,建信基金,1.2847,朱金钰,2020-08-05,10.45%,1.01,40.56%,None
013442,建信中证1000指数增强E,指数型-股票,0.78,建信基金,1.2844,叶乐天,2021-09-06,None,None,None,None
005213,华夏鼎旺三个月定开债A,债券型-长债,12.48,华夏基金,1.2843,孙蕾,2024-04-09,0.75%,1.95,9.16%,18.38%
018275,蜂巢丰嘉债券A,债券型-长债,47.57,蜂巢基金,1.2842,彭朝阳,2023-04-11,None,None,None,None
519971,长信改革红利混合,混合型-灵活,0.06,长信基金,1.2840,张子乔,2022-03-14,20.13%,-0.29,-12.70%,15.12%
070032,嘉实优化红利混合A,混合型-偏股,16.62,嘉实基金,1.2840,常蓁,2018-10-11,17.33%,-0.97,-39.10%,30.32%
006166,建信中证1000指数增强C,指数型-股票,5.58,建信基金,1.2839,叶乐天,2018-11-22,21.95%,-0.30,-14.38%,41.05%
008908,汇添富中证国企一带一路ETF联接C,指数型-股票,0.20,汇添富基金,1.2837,孙浩,2023-08-29,16.00%,-0.25,-7.43%,None
019195,博时量化平衡混合C,混合型-偏债,0.00,博时基金,1.2836,黄瑞庆,2023-08-24,None,None,None,None
002808,泓德优势领航混合,混合型-灵活,20.55,泓德基金,1.2832,王克玉,2016-12-21,18.02%,-0.78,-33.10%,39.39%
008793,博道嘉元混合A,混合型-偏股,3.16,博道基金,1.2832,张迎军,2020-03-04,18.94%,-0.63,-28.27%,None
450010,国富策略回报混合A,混合型-灵活,19.20,国海富兰克林基金,1.2831,王晓宁,2013-07-30,15.02%,-0.56,-19.20%,59.99%
000696,汇添富环保行业股票,股票型,21.08,汇添富基金,1.2830,赵剑,2020-05-20,28.06%,-0.69,-44.67%,45.37%
009068,国泰中证新能源汽车ETF联接C,指数型-股票,3.33,国泰基金,1.2830,晏曦,2022-12-30,29.20%,-0.68,-45.62%,None
002418,汇添富优选回报混合C,混合型-灵活,4.34,汇添富基金,1.2830,赖中立,2017-05-18,32.95%,-0.51,-38.90%,18.14%
016042,华安稳健回报混合C,混合型-灵活,0.00,华安基金,1.2828,朱才敏,2023-03-28,None,None,None,None
000319,宏利淘利债券A,债券型-长债,0.12,宏利基金,1.2827,李宇璐,2021-11-11,0.96%,1.85,10.18%,23.21%
872031,广发资管弘利3个月滚动持有债券A,债券型-混合一级,1.40,广发资产管理,1.2824,骆霖苇,2023-03-20,None,None,None,None
016514,创金合信信用红利债券E,债券型-混合一级,0.19,创金合信基金,1.2822,郑振源,2022-12-28,None,None,None,None
004721,华夏睿磐泰茂混合C,混合型-偏债,3.48,华夏基金,1.2821,宋洋,2018-04-10,2.55%,-0.13,3.55%,29.10%
001136,易方达裕如灵活配置混合A,混合型-灵活,4.22,易方达基金,1.2820,李一硕,2017-12-30,3.67%,0.21,7.00%,26.05%
015195,汇添富新兴消费股票D,股票型,0.01,汇添富基金,1.2820,刘伟林,2022-03-07,None,None,None,None
001356,广发聚泰混合C,混合型-偏债,25.18,广发基金,1.2819,宋倩倩,2021-09-16,0.89%,2.05,10.32%,22.55%
006396,长信双利优选混合E,混合型-偏股,0.00,长信基金,1.2816,祝昱丰,2019-02-18,20.14%,-0.96,-44.32%,12.38%
004488,嘉实富时中国A50ETF联接A,指数型-股票,0.73,嘉实基金,1.2814,刘珈吟,2019-03-30,16.48%,-0.62,-23.86%,12.59%
002483,富国泰利定开债发起式,债券型-长债,1.66,富国基金,1.2810,俞晓斌,2016-12-30,1.01%,1.50,9.35%,19.85%
015774,长信多利混合E,混合型-灵活,0.00,长信基金,1.2807,刘亮,2022-05-30,None,None,None,None
005214,华夏鼎旺三个月定开债C,债券型-长债,0.00,华夏基金,1.2806,孙蕾,2024-04-09,0.75%,1.85,8.92%,None
008468,博道嘉瑞混合C,混合型-偏股,1.36,博道基金,1.2806,张迎军,2019-12-30,18.76%,-0.76,-33.71%,None
015849,富国创新企业灵活配置混合(LOF)C,混合型-灵活,0.64,富国基金,1.2806,孙权,2022-07-28,None,None,None,None
002561,东吴安鑫量化混合A,混合型-灵活,0.39,东吴基金,1.2805,周健,2016-06-03,4.35%,0.27,8.23%,39.11%
001567,南方利达C,混合型-灵活,0.40,南方基金,1.2801,吴剑毅,2015-07-08,4.57%,-0.43,-1.33%,25.00%
005977,中信保诚至兴混合A,混合型-灵活,0.44,中信保诚基金,1.2801,孙浩中,2020-11-19,30.63%,-0.57,-40.78%,27.58%
121012,国投瑞银优化增强债券A/B,债券型-混合二级,81.16,国投瑞银基金,1.2800,杨枫,2021-08-05,3.43%,0.50,9.96%,30.21%
005025,交银丰盈收益债券C,债券型-长债,0.05,交银施罗德基金,1.2796,连端清,2017-08-14,0.58%,2.56,9.22%,14.66%
006439,博时央调ETF联接C,指数型-股票,0.18,博时基金,1.2796,赵云阳,2018-11-14,15.73%,-0.06,1.75%,23.33%
000944,工银中高等级信用债债券B,债券型-长债,1.70,工银瑞信基金,1.2795,陈桂都,2017-06-23,0.86%,2.12,10.32%,17.05%
003950,博时鑫润混合A,混合型-灵活,0.01,博时基金,1.2793,程卓,2020-06-04,5.88%,-0.44,-3.26%,37.96%
007262,东方红聚利债券A,债券型-混合一级,15.83,东方红资产管理,1.2792,孔令超,2019-09-06,4.23%,0.32,8.75%,None
002602,易方达丰惠混合,混合型-偏债,3.09,易方达基金,1.2790,杨康,2022-08-06,2.82%,0.88,12.40%,33.11%
015194,汇添富新兴消费股票C,股票型,0.01,汇添富基金,1.2790,刘伟林,2022-03-07,None,None,None,None
000150,华安双债添利债券C,债券型-混合一级,0.16,华安基金,1.2785,贺涛,2013-06-14,1.67%,0.00,4.58%,12.91%
009101,安信稳健增利混合C,混合型-偏债,26.41,安信基金,1.2784,张翼飞,2020-04-01,5.59%,0.50,13.44%,None
018470,国富策略回报混合C,混合型-灵活,0.66,国海富兰克林基金,1.2784,王晓宁,2023-05-18,None,None,None,None
019389,中欧时代共赢混合发起A3,混合型-偏股,0.00,中欧基金,1.2781,刘伟伟,2023-11-28,None,None,None,None
000526,国泰浓益灵活配置混合A,混合型-灵活,0.42,国泰基金,1.2780,茅利伟,2024-01-30,3.54%,0.00,4.58%,38.05%
002804,华泰柏瑞量化对冲,混合型-绝对收益,0.37,华泰柏瑞基金,1.2780,田汉卿,2016-05-26,4.17%,0.00,4.57%,18.41%
003275,国联安添利增长债A,债券型-混合二级,12.77,国联安基金,1.2777,邹新进,2019-12-31,5.72%,0.23,8.60%,22.99%
007044,博道沪深300指数增强A,指数型-股票,4.11,博道基金,1.2776,杨梦,2019-04-26,15.42%,-0.65,-23.62%,24.51%
003358,易方达中债7-10年国开债A,指数型-固收,30.54,易方达基金,1.2775,杨真,2020-11-28,1.80%,2.43,18.71%,29.79%
872032,广发资管弘利3个月滚动持有债券C,债券型-混合一级,0.02,广发资产管理,1.2775,骆霖苇,2023-03-20,None,None,None,None
360012,光大保德信中小盘混合A,混合型-偏股,0.78,光大保德信基金,1.2773,陈栋,2020-01-04,21.56%,-0.91,-45.06%,12.61%
002064,华富产业升级灵活配置混合A,混合型-灵活,5.95,华富基金,1.2772,陈奇,2020-08-26,26.06%,-0.53,-32.67%,56.87%
003337,南方颐元定开债券发起,债券型-长债,15.39,南方基金,1.2770,陶铄,2016-09-26,4.34%,1.12,20.28%,40.34%
012616,嘉实优化红利混合C,混合型-偏股,0.04,嘉实基金,1.2770,常蓁,2021-07-26,None,None,None,None
004352,北信瑞丰研究精选,股票型,0.17,北信瑞丰,1.2767,胡健强,2024-01-17,20.93%,-0.43,-20.94%,34.70%
006257,信澳先进智造股票型,股票型,14.53,信达澳亚基金,1.2767,齐兴方,2022-11-14,28.83%,-0.54,-36.53%,74.44%
019388,中欧时代共赢混合发起A2,混合型-偏股,0.00,中欧基金,1.2767,刘伟伟,2023-11-28,None,None,None,None
003642,长盛盛丰灵活配置混合C,混合型-灵活,2.26,长盛基金,1.2765,杨衡,2016-11-18,9.96%,-0.43,-8.04%,26.51%
001938,中欧时代先锋股票A,股票型,100.92,中欧基金,1.2764,周蔚文,2021-12-17,19.75%,-0.66,-30.87%,56.24%
006604,嘉实消费精选股票A,股票型,7.29,嘉实基金,1.2764,吴越,2019-04-03,21.67%,-0.98,-48.37%,26.93%
213917,宝盈增强收益债券C,债券型-混合二级,8.88,宝盈基金,1.2763,邓栋,2020-08-06,4.71%,0.23,7.92%,29.07%
004948,鑫元鑫趋势灵活配置混合C,混合型-灵活,0.32,鑫元基金,1.2762,刘宇涛,2022-09-20,14.89%,-0.56,-18.98%,40.09%
002350,华安安华灵活配置混合A,混合型-灵活,3.43,华安基金,1.2761,刘畅畅,2021-08-10,21.49%,-0.35,-17.22%,16.39%
900099,中信证券红利价值B,混合型-偏股,34.64,中信证券资产管理,1.2760,刘琦,2019-10-22,16.55%,-1.14,-43.45%,None
019978,融通动力先锋混合C,混合型-偏股,0.12,融通基金,1.2760,关山,2023-11-07,None,None,None,None
004852,广发价值回报混合A,混合型-偏债,4.52,广发基金,1.2759,张雪,2022-03-15,4.34%,-0.39,-0.61%,17.31%
016520,中银稳进策略混合C,混合型-灵活,0.00,中银基金,1.2758,郭昀松,2023-11-14,None,None,None,None
