基金代码,基金简称,基金类型,资产规模(亿),基金管理人,基金净值,基金经理(最近连续最长任职),基金经理的上任时间,近三年标准差,近三年夏普,近三年涨幅,近五年涨幅
013330,富国中证银行指数(LOF)C,指数型-股票,1.38,富国基金,1.3350,王保合,2021-08-19,None,None,None,None
009058,博时科技创新混合C,混合型-偏股,3.12,博时基金,1.3349,曾鹏,2020-04-15,19.97%,-0.66,-31.01%,None
007553,中信建投医改混合C,混合型-灵活,7.69,中信建投基金,1.3346,谢玮,2019-06-18,28.50%,-0.85,-53.93%,None
003134,易方达裕鑫债券C,债券型-混合二级,0.35,易方达基金,1.3341,胡文伯,2023-01-20,5.60%,-0.51,-4.00%,26.48%
000654,华商新锐产业混合,混合型-灵活,10.93,华商基金,1.3340,童立,2016-12-23,21.59%,-0.44,-22.40%,24.32%
000933,前海开源睿远稳健增利混合C,混合型-偏债,0.07,前海开源基金,1.3340,刘静,2015-01-14,4.70%,-0.17,2.07%,23.33%
003425,江信添福A,债券型-长债,7.16,江信基金,1.3336,马超然,2024-01-09,0.47%,5.93,13.43%,19.88%
050004,博时精选混合A,混合型-偏股,14.47,博时基金,1.3335,冀楠,2021-05-18,17.76%,-1.04,-42.90%,-14.60%
002986,泰康丰盈债券A,债券型-混合二级,1.86,泰康基金,1.3335,任慧娟,2016-08-24,3.03%,-0.25,2.24%,17.13%
018889,银河服务混合C,混合型-灵活,0.00,银河基金,1.3334,施文琪,2023-07-28,None,None,None,None
070037,嘉实纯债债券A,债券型-长债,93.20,嘉实基金,1.3331,轩璇,2019-11-05,0.74%,3.33,12.36%,19.54%
000877,华泰柏瑞量化优选混合,混合型-灵活,7.15,华泰柏瑞基金,1.3329,盛豪,2015-10-13,14.70%,-0.62,-21.14%,17.59%
003595,长盛盛崇灵活配置混合C,混合型-灵活,0.78,长盛基金,1.3327,杨衡,2016-11-10,9.22%,-0.55,-10.33%,29.93%
003697,华夏睿磐泰盛混合,混合型-偏债,0.52,华夏基金,1.3326,毛颖,2022-01-20,6.28%,0.35,11.59%,26.28%
001244,华泰柏瑞量化智慧混合A,混合型-灵活,2.25,华泰柏瑞基金,1.3326,笪篁,2021-09-17,16.85%,-0.28,-9.43%,46.90%
004750,广发鑫和灵活配置混合A,混合型-灵活,0.11,广发基金,1.3325,吴迪,2021-04-08,3.31%,0.07,5.33%,27.32%
015199,汇添富移动互联股票D,股票型,0.04,汇添富基金,1.3320,沈若雨,2024-05-08,None,None,None,None
003985,嘉实新能源新材料股票C,股票型,8.81,嘉实基金,1.3318,姚志鹏,2017-03-16,27.57%,-0.95,-57.16%,28.80%
016699,易方达丰和债券C,债券型-混合二级,1.13,易方达基金,1.3318,张清华,2022-09-28,None,None,None,None
002076,浙商中证500增强A,指数型-股票,2.76,浙商基金,1.3311,胡羿,2021-08-03,17.12%,-0.54,-21.27%,49.56%
004476,景顺长城沪港深领先科技,股票型,7.82,景顺长城基金,1.3310,詹成,2017-07-07,21.30%,-0.90,-43.98%,24.39%
007788,易方达中证国企带路发起式联接A,指数型-股票,0.40,易方达基金,1.3306,刘树荣,2020-03-20,16.12%,-0.14,-2.38%,None
005868,平安MSCI中国A股ETF联接A,指数型-股票,0.26,平安基金,1.3305,李严,2023-12-29,14.79%,-0.74,-25.65%,21.55%
019109,泰康丰盈债券C,债券型-混合二级,0.00,泰康基金,1.3305,任慧娟,2023-09-05,None,None,None,None
400025,东方新兴成长混合,混合型-灵活,1.29,东方基金,1.3303,王然,2015-06-25,18.19%,-1.65,-63.48%,-19.79%
003265,招商招坤纯债A,债券型-长债,44.98,招商基金,1.3302,郭敏,2020-03-19,0.60%,4.60,13.27%,22.50%
012404,东方中债1-5年政策性金融债C,指数型-固收,76.06,东方基金,1.3301,冯焕,2023-08-15,None,None,None,None
005260,银华稳健增利灵活配置混合A,混合型-灵活,0.25,银华基金,1.3298,马君,2017-12-15,17.23%,-0.49,-19.57%,58.37%
004736,富国鼎利纯债三个月定开债,债券型-长债,11.00,富国基金,1.3296,武磊,2017-06-30,0.54%,4.69,12.62%,22.42%
005178,华夏睿磐泰利混合C,混合型-偏债,5.01,华夏基金,1.3291,宋洋,2018-04-10,2.48%,0.23,6.31%,36.13%
003887,汇安丰利混合C,混合型-灵活,2.04,汇安基金,1.3290,陆丰,2020-05-08,24.73%,-0.62,-35.78%,66.09%
001171,工银养老产业股票A,股票型,19.15,工银瑞信基金,1.3290,赵蓓,2015-04-28,21.84%,-0.91,-45.73%,64.68%
005751,平安双债添益债券C,债券型-长债,1.12,平安基金,1.3288,曾小丽,2022-01-26,4.10%,0.01,4.69%,24.14%
007203,银河新动能混合A,混合型-偏股,1.81,银河基金,1.3285,祝建辉,2023-03-31,26.22%,-0.61,-37.43%,None
000356,南方丰元信用增强债券C,债券型-混合一级,5.82,南方基金,1.3283,李璇,2016-08-05,1.15%,0.64,6.86%,17.00%
050123,博时天颐债券C,债券型-混合二级,0.42,博时基金,1.3281,李重阳,2023-02-07,5.73%,-0.82,-9.28%,5.66%
015198,汇添富移动互联股票C,股票型,0.06,汇添富基金,1.3280,沈若雨,2024-05-08,None,None,None,None
016049,华商甄选回报混合C,混合型-偏股,19.03,华商基金,1.3280,周海栋,2022-07-07,None,None,None,None
003221,新华丰利债券A,债券型-混合二级,0.10,新华基金,1.3277,郑毅,2022-09-29,5.96%,0.08,6.02%,21.89%
004218,前海开源裕和混合A,混合型-偏债,0.51,前海开源基金,1.3276,陆琦,2022-08-08,4.59%,0.00,4.55%,37.86%
000129,大成景安短融债券B,债券型-中短债,1.16,大成基金,1.3275,曾婷婷,2023-10-27,0.28%,4.55,8.57%,15.55%
007190,南华价值启航纯债债券C,债券型-长债,36.31,南华基金,1.3270,沈致远,2022-09-01,82.63%,0.43,155.51%,None
110025,易方达资源行业混合,混合型-偏股,23.43,易方达基金,1.3260,杨宗昌,2022-09-14,25.76%,0.03,6.76%,61.31%
000411,景顺长城优质成长股票A,股票型,1.99,景顺长城基金,1.3260,张仲维,2023-11-07,21.26%,-0.36,-17.54%,36.23%
001507,景顺长城泰和回报混合C,混合型-灵活,0.00,景顺长城基金,1.3260,邓敬东,2020-05-15,2.49%,-0.12,3.66%,15.47%
004042,华夏鼎茂债券A,债券型-长债,130.90,华夏基金,1.3260,刘明宇,2017-12-11,1.24%,2.48,14.33%,22.71%
006648,汇安多因子混合A,混合型-偏股,3.01,汇安基金,1.3260,柳预才,2023-05-29,19.44%,-0.71,-32.45%,31.84%
005850,财通沪深300指数增强,指数型-股票,5.18,财通基金,1.3258,朱海东,2019-07-16,15.22%,-0.63,-22.45%,30.76%
000943,工银中高等级信用债债券A,债券型-长债,7.61,工银瑞信基金,1.3257,陈桂都,2017-06-23,0.87%,2.59,11.66%,19.43%
000149,华安双债添利债券A,债券型-混合一级,0.42,华安基金,1.3254,贺涛,2013-06-14,1.67%,0.22,5.69%,14.93%
019647,华安双债添利债券E,债券型-混合一级,0.00,华安基金,1.3254,贺涛,2024-03-12,None,None,None,None
017290,中欧科创主题混合(LOF)C,混合型-偏股,0.20,中欧基金,1.3253,邵洁,2022-11-22,None,None,None,None
004043,华夏鼎茂债券C,债券型-长债,44.04,华夏基金,1.3251,刘明宇,2017-12-11,1.23%,2.39,13.95%,22.08%
003662,鹏华永盛一年定开债,债券型-混合一级,6.58,鹏华基金,1.3250,祝松,2016-12-29,0.85%,1.68,9.03%,20.05%
003958,安信量化精选沪深300增强C,指数型-股票,0.42,安信基金,1.3250,施荣盛,2023-08-24,15.46%,-0.83,-30.26%,20.61%
007129,天弘增强回报债券C,债券型-混合二级,22.95,天弘基金,1.3250,姜晓丽,2019-05-29,4.56%,-0.07,3.60%,32.38%
010991,长盛同鑫行业配置混合C,混合型-灵活,0.02,长盛基金,1.3250,陈亘斯,2020-12-11,16.69%,-0.50,-19.11%,None
021500,景顺长城优质成长股票C,股票型,None,景顺长城基金,1.3250,张仲维,2024-05-16,None,None,None,None
006458,平安估值优势混合C,混合型-灵活,0.10,平安基金,1.3248,陈浩宇,2023-08-09,13.37%,-0.80,-25.06%,8.86%
005335,浙商全景消费混合A,混合型-偏股,1.02,浙商基金,1.3245,贾腾,2019-07-31,22.81%,-0.70,-37.66%,24.21%
017859,交银持续成长主题混合C,混合型-偏股,0.02,交银施罗德基金,1.3243,何帅,2023-03-29,None,None,None,None
006031,南方昌元C,债券型-混合二级,9.64,南方基金,1.3242,刘文良,2020-03-06,17.76%,-0.37,-14.56%,40.59%
006377,广发趋势动力混合A,混合型-灵活,11.61,广发基金,1.3242,蒋科,2020-04-30,19.43%,-0.41,-18.39%,31.24%
720003,财通收益增强债券A,债券型-混合二级,0.49,财通基金,1.3242,罗晓倩,2022-07-08,9.24%,0.00,4.64%,39.36%
016751,博时精选混合C,混合型-偏股,0.00,博时基金,1.3242,冀楠,2022-09-22,None,None,None,None
007416,南方致远混合C,混合型-偏债,3.89,南方基金,1.3241,孙鲁闽,2019-05-30,3.80%,0.06,5.28%,32.26%
660008,农银沪深300指数A,指数型-股票,4.42,农银汇理基金,1.3239,宋永安,2012-08-03,15.43%,-0.78,-28.29%,1.96%
004738,摩根安隆回报混合A,混合型-偏债,2.17,摩根资产管理,1.3236,陈圆明,2019-04-12,4.14%,-0.20,2.04%,26.00%
017177,摩根新兴服务股票C,股票型,0.00,摩根资产管理,1.3236,郭晨,2022-11-25,None,None,None,None
550008,中信保诚优胜精选混合A,混合型-偏股,19.32,中信保诚基金,1.3235,王睿,2015-04-30,17.82%,-0.69,-28.93%,38.81%
007789,易方达中证国企带路发起式联接C,指数型-股票,0.24,易方达基金,1.3232,刘树荣,2020-03-20,16.11%,-0.15,-2.66%,None
001156,申万菱信新能源汽车混合,混合型-灵活,18.81,申万菱信基金,1.3230,娄周鑫,2022-12-07,27.63%,-0.53,-34.59%,122.70%
007689,国投瑞银新能源混合A,混合型-偏股,20.13,国投瑞银基金,1.3227,施成,2019-11-18,35.49%,-0.56,-45.42%,None
005686,财通资管瑞享12个月定开混合A,混合型-偏债,14.35,财通资管,1.3225,陈希希,2018-05-29,None,None,14.51%,26.16%
001752,华商信用增强债券C,债券型-混合二级,14.43,华商基金,1.3220,厉骞,2020-07-16,12.17%,0.14,9.80%,53.36%
009147,建信新能源行业股票A,股票型,30.79,建信基金,1.3219,陶灿,2020-06-17,29.39%,-0.53,-36.31%,None
016322,嘉实安益混合A,混合型-灵活,0.99,嘉实基金,1.3216,赖礼辉,2022-08-05,None,None,None,None
008270,大成睿享混合C,混合型-偏股,24.17,大成基金,1.3214,徐彦,2019-12-30,12.33%,0.31,16.79%,None
008871,大成睿裕六月持有股票A,股票型,0.43,大成基金,1.3214,刘旭,2020-06-05,15.55%,0.07,8.15%,None
005869,平安MSCI中国A股ETF联接C,指数型-股票,0.38,平安基金,1.3213,李严,2023-12-29,14.79%,-0.74,-25.87%,20.93%
007005,中金新医药股票C,股票型,0.22,中金基金,1.3211,丁天宇,2020-12-30,23.94%,-0.81,-44.48%,30.97%
161605,融通蓝筹成长混合A/B,混合型-灵活,4.40,融通基金,1.3210,关山,2023-02-18,16.25%,-0.43,-15.48%,26.87%
217203,招商安泰债券B,债券型-长债,7.03,招商基金,1.3203,刘万锋,2021-02-18,0.91%,2.73,12.40%,21.53%
001595,天弘中证银行ETF联接C,指数型-股票,30.49,天弘基金,1.3203,陈瑶,2018-02-12,15.82%,-0.14,-1.97%,15.56%
004149,博时鑫惠混合A,混合型-灵活,0.16,博时基金,1.3202,杨永光,2017-01-23,4.10%,-0.43,-0.75%,26.15%
164206,天弘添利债券(LOF)C,债券型-混合一级,10.57,天弘基金,1.3202,杜广,2019-11-15,14.85%,0.02,5.53%,32.87%
050106,博时稳定价值债券A,债券型-混合一级,17.53,博时基金,1.3199,罗霄,2023-07-28,1.27%,1.24,9.53%,23.97%
005067,融通逆向策略灵活配置混合A,混合型-灵活,0.08,融通基金,1.3195,刘安坤,2019-05-17,14.40%,-0.71,-23.83%,43.31%
001363,长城久惠灵活配置混合A,混合型-灵活,0.41,长城基金,1.3190,程书峰,2021-10-15,14.04%,-0.58,-18.52%,22.61%
001512,易方达中债3-5年期国债指数,指数型-固收,1.01,易方达基金,1.3190,杨真,2020-11-28,1.19%,1.19,9.01%,14.60%
015089,中银景福回报混合C,混合型-偏债,0.00,中银基金,1.3188,涂海强,2022-03-15,None,None,None,None
017757,银河新动能混合C,混合型-偏股,0.00,银河基金,1.3187,祝建辉,2023-03-31,None,None,None,None
005823,泰康颐享混合A,混合型-偏债,1.40,泰康基金,1.3182,金宏伟,2020-07-24,5.23%,-0.54,-3.98%,22.27%
001017,宏利改革动力混合A,混合型-灵活,0.86,宏利基金,1.3178,刘欣,2015-02-13,19.48%,-0.89,-40.37%,7.20%
016509,天弘弘新混合发起式C,混合型-偏债,0.00,天弘基金,1.3178,胡彧,2023-07-06,None,None,None,None
001489,万家瑞丰灵活配置混合C,混合型-灵活,0.11,万家基金,1.3172,张永强,2023-01-03,4.57%,-0.58,-3.36%,19.94%
002955,融通新趋势灵活配置混合,混合型-灵活,0.30,融通基金,1.3170,何天翔,2016-08-17,15.92%,-1.09,-40.41%,46.82%
003862,招商兴福混合C,混合型-灵活,0.42,招商基金,1.3175,张韵,2016-12-06,4.02%,-0.59,-2.54%,30.38%
161232,国投瑞银瑞盛混合(LOF)A,混合型-灵活,4.39,国投瑞银基金,1.3170,贺明之,2023-05-27,13.56%,-0.25,-5.52%,98.64%
012237,工银新价值灵活配置混合C,混合型-灵活,0.07,工银瑞信基金,1.3170,焦文龙,2022-11-25,12.45%,-0.23,-3.94%,None
019971,融通蓝筹成长混合C,混合型-灵活,0.00,融通基金,1.3170,关山,2023-11-07,None,None,None,None
018289,广发趋势动力混合C,混合型-灵活,2.79,广发基金,1.3167,蒋科,2023-04-18,None,None,None,None
002390,招商安德灵活配置混合C,混合型-灵活,0.99,招商基金,1.3163,王刚,2019-07-30,10.90%,-0.04,3.34%,35.71%
002043,天治研究驱动混合C,混合型-灵活,4.29,天治基金,1.3162,许家涵,2022-04-06,27.16%,-0.44,-28.16%,54.07%
000993,华宝稳健回报混合,混合型-灵活,1.17,华宝基金,1.3160,徐欣,2021-11-06,19.33%,-0.62,-28.32%,82.78%
003187,嘉实安益混合C,混合型-灵活,23.99,嘉实基金,1.3155,赖礼辉,2020-10-19,1.76%,0.69,8.36%,19.46%
004944,鑫元鑫趋势灵活配置混合A,混合型-灵活,0.11,鑫元基金,1.3155,刘宇涛,2022-09-20,14.89%,-0.53,-17.99%,42.86%
001003,华夏债券C,债券型-混合一级,3.64,华夏基金,1.3152,吴彬,2023-11-09,2.65%,0.34,7.35%,30.80%
070018,嘉实回报混合,混合型-灵活,4.98,嘉实基金,1.3150,常蓁,2015-03-12,15.37%,-0.97,-35.19%,48.51%
393001,中海优势精选灵活配置混合,混合型-灵活,1.37,中海基金,1.3150,梅寓寒,2021-09-04,15.85%,0.03,5.81%,47.03%
690202,民生增强收益债券C,债券型-混合二级,2.13,民生加银基金,1.3150,谢志华,2022-05-25,8.95%,-0.82,-16.45%,-2.02%
004361,摩根安通回报混合A,混合型-偏债,0.09,摩根资产管理,1.3148,周梦婕,2022-01-04,6.45%,0.17,8.05%,25.59%
003062,银华通利混合A,混合型-灵活,0.14,银华基金,1.3146,赵楠楠,2020-07-16,3.75%,-0.85,-4.97%,20.85%
006402,先锋量化优选混合C,混合型-灵活,0.05,先锋基金,1.3145,曾捷,2022-12-28,20.60%,-0.45,-21.57%,30.07%
003641,长盛盛丰灵活配置混合A,混合型-灵活,0.00,长盛基金,1.3144,杨衡,2016-11-18,9.97%,-0.41,-7.50%,29.23%
006928,长城创业板指数增强C,指数型-股票,5.99,长城基金,1.3144,雷俊,2019-01-29,23.06%,-0.95,-49.54%,24.05%
006165,建信中证1000指数增强A,指数型-股票,8.29,建信基金,1.3144,叶乐天,2018-11-22,21.95%,-0.28,-13.34%,43.85%
000603,易方达创新驱动灵活配置混合,混合型-灵活,25.89,易方达基金,1.3140,贾健,2021-05-29,29.62%,-0.44,-30.51%,55.14%
001039,嘉实先进制造股票,股票型,5.86,嘉实基金,1.3140,刘杰,2021-05-27,23.62%,-0.66,-36.67%,68.03%
007493,朱雀产业臻选混合A,混合型-偏股,24.88,朱雀基金,1.3139,梁跃军,2020-06-29,19.12%,-0.83,-37.09%,None
001406,东方红策略精选混合C,混合型-灵活,7.78,东方红资产管理,1.3136,孔令超,2016-08-05,3.89%,0.25,7.54%,33.49%
007189,南华价值启航纯债债券A,债券型-长债,32.32,南华基金,1.3136,沈致远,2022-09-01,82.62%,0.43,157.24%,None
007490,南方信息创新混合A,混合型-偏股,25.67,南方基金,1.3133,茅炜,2019-06-19,31.58%,-0.58,-42.68%,31.33%
002178,嘉实新起点混合C,混合型-灵活,4.13,嘉实基金,1.3131,赖礼辉,2023-06-02,3.65%,-0.15,2.85%,31.85%
000971,诺安新经济股票,股票型,11.84,诺安基金,1.3130,杨琨,2019-02-20,17.94%,-0.66,-27.98%,54.65%
006675,宝盈品牌消费股票A,股票型,0.74,宝盈基金,1.3121,杨思亮,2021-12-03,18.62%,-0.41,-17.51%,38.32%
610007,信澳消费优选混合,混合型-偏股,0.28,信达澳亚基金,1.3120,刘维华,2021-02-11,19.34%,-0.89,-39.95%,16.93%
003071,国联睿祥纯债A,债券型-长债,52.50,国联基金,1.3119,王玥,2018-06-19,0.73%,4.02,13.87%,23.54%
020824,汇泉安阳纯债C,债券型-长债,2.05,汇泉基金,1.3118,沈鑫,2024-03-19,None,None,None,None
005523,泰康颐年混合A,混合型-偏债,2.54,泰康基金,1.3116,桂跃强,2018-05-30,2.74%,0.25,6.69%,22.96%
005750,平安双债添益债券A,债券型-长债,17.60,平安基金,1.3117,曾小丽,2022-01-26,4.11%,0.11,5.96%,26.65%
004150,博时鑫惠混合C,混合型-灵活,0.11,博时基金,1.3114,杨永光,2017-01-23,4.10%,-0.45,-1.06%,25.50%
001834,长盛战略新兴产业混合C,混合型-灵活,0.76,长盛基金,1.3110,杨衡,2015-09-01,10.70%,-0.64,-15.09%,31.10%
005001,交银持续成长主题混合A,混合型-偏股,12.76,交银施罗德基金,1.3105,何帅,2018-01-12,21.29%,-0.66,-33.35%,19.59%
003324,东方永兴18个月定开债A,债券型-长债,1.22,东方基金,1.3105,吴萍萍,2016-11-03,None,None,21.98%,31.56%
005612,嘉实核心优势股票发起式,股票型,6.41,嘉实基金,1.3103,胡宇飞,2018-02-01,20.22%,-0.78,-36.89%,32.57%
485107,工银添利债券A,债券型-混合一级,22.01,工银瑞信基金,1.3101,谷衡,2018-02-28,2.08%,1.36,13.56%,25.30%
001402,中信保诚新选混合A,混合型-灵活,0.26,中信保诚基金,1.3100,孙惠成,2023-09-11,4.35%,-0.47,-1.58%,27.31%
002811,博时裕顺纯债债券,债券型-长债,6.65,博时基金,1.3100,程卓,2019-08-19,0.65%,3.68,12.16%,21.86%
008467,博道嘉瑞混合A,混合型-偏股,5.90,博道基金,1.3099,张迎军,2019-12-30,18.76%,-0.74,-32.70%,None
016255,中信保诚优胜精选混合C,混合型-偏股,0.00,中信保诚基金,1.3097,王睿,2022-07-15,None,None,None,None
006196,华夏中证央企ETF联接A,指数型-股票,3.02,华夏基金,1.3096,严筱娴,2021-10-21,15.81%,-0.05,2.32%,25.52%
050006,博时稳定价值债券B,债券型-混合一级,2.06,博时基金,1.3090,罗霄,2023-07-28,1.27%,1.01,8.59%,22.15%
007386,浙商中证500增强C,指数型-股票,0.44,浙商基金,1.3089,胡羿,2021-08-03,17.12%,-0.55,-22.09%,47.13%
015048,建信新能源行业股票C,股票型,0.92,建信基金,1.3088,陶灿,2022-01-27,None,None,None,None
017626,长城久惠灵活配置混合C,混合型-灵活,0.00,长城基金,1.3082,程书峰,2023-01-17,None,None,None,None
004194,招商中证1000指数增强A,指数型-股票,6.67,招商基金,1.3084,王平,2017-03-03,21.14%,-0.20,-8.00%,61.75%
005379,汇添富价值创造定开混合,混合型-偏股,46.37,汇添富基金,1.3081,胡昕炜,2018-01-19,23.17%,-0.90,-47.73%,11.96%
006372,长安鑫盈混合C,混合型-灵活,1.03,长安基金,1.3080,徐小勇,2019-07-18,31.41%,-0.68,-48.49%,None
018650,光大保德信国企改革股票C,股票型,0.00,光大保德信基金,1.3080,林晓凤,2023-07-07,None,None,None,None
018545,国投瑞银瑞盛混合(LOF)C,混合型-灵活,0.02,国投瑞银基金,1.3080,贺明之,2023-05-31,None,None,None,None
003044,东方红战略精选混合A,混合型-偏债,8.26,东方红资产管理,1.3078,纪文静,2016-08-30,2.85%,-0.51,0.17%,18.52%
675083,西部利得祥盈债券C,债券型-混合二级,0.11,西部利得基金,1.3076,严志勇,2017-08-09,5.13%,-0.16,2.08%,23.70%
014373,浙商全景消费混合C,混合型-偏股,0.01,浙商基金,1.3076,贾腾,2021-12-21,None,None,None,None
233005,大摩强收益债券,债券型-混合一级,9.77,摩根士丹利基金,1.3073,施同亮,2021-07-31,1.70%,-0.10,4.06%,19.76%
050018,博时行业轮动混合,混合型-偏股,3.61,博时基金,1.3070,陈雷,2014-08-29,27.46%,-0.66,-42.14%,13.65%
470021,汇添富优选回报混合A,混合型-灵活,2.13,汇添富基金,1.3070,赖中立,2017-05-18,32.96%,-0.49,-38.12%,20.68%
004666,长城久嘉创新成长混合A,混合型-灵活,18.21,长城基金,1.3069,尤国梁,2019-10-24,32.16%,-0.31,-23.32%,48.17%
000066,诺安鸿鑫混合A,混合型-偏股,0.46,诺安基金,1.3067,李迪,2020-12-31,17.93%,-0.82,-34.45%,18.69%
002086,大成景安短融债券E,债券型-中短债,3.58,大成基金,1.3066,曾婷婷,2023-10-27,0.28%,4.27,8.27%,15.00%
006438,博时央调ETF联接A,指数型-股票,2.64,博时基金,1.3065,赵云阳,2018-11-14,15.73%,-0.03,2.99%,25.77%
004720,华夏睿磐泰茂混合A,混合型-偏债,7.54,华夏基金,1.3064,宋洋,2018-04-10,2.55%,-0.01,4.49%,31.05%
000297,鹏华可转债债券A,债券型-混合二级,38.70,鹏华基金,1.3060,王石千,2018-07-13,14.91%,-0.37,-11.76%,53.95%
002218,南方弘利定开债,债券型-长债,31.34,南方基金,1.3058,陶铄,2016-01-05,0.62%,3.89,12.25%,23.18%
163823,中银稳健策略混合,混合型-灵活,1.51,中银基金,1.3055,涂海强,2020-05-25,11.95%,-0.75,-20.63%,15.83%
004450,嘉实前沿科技沪港深股票A,股票型,15.39,嘉实基金,1.3054,王贵重,2022-01-22,28.18%,-0.70,-45.08%,15.81%
004675,富国新机遇灵活配置混合C,混合型-灵活,0.26,富国基金,1.3053,张弘,2024-05-23,17.52%,-0.62,-25.34%,29.92%
004916,嘉实新添丰定期混合,混合型-偏债,0.31,嘉实基金,1.3053,王夫乐,2022-12-21,3.91%,-0.42,-0.37%,20.84%
001163,银华中国梦30股票,股票型,3.16,银华基金,1.3050,薄官辉,2015-04-29,18.80%,-0.88,-38.83%,41.20%
009033,建信上海金ETF联接A,指数型-其他,0.42,建信基金,1.3048,朱金钰,2020-08-05,10.45%,1.05,42.26%,None
005908,华泰保兴尊利债券A,债券型-混合二级,13.55,华泰保兴基金,1.3047,张挺,2018-06-25,5.27%,0.55,13.85%,31.33%
007139,富国民裕进取沪港深成长A,混合型-偏股,9.83,富国基金,1.3047,张峰,2019-05-21,27.14%,-0.59,-37.41%,25.30%
006274,圆信永丰医药健康,混合型-偏股,2.56,圆信永丰基金,1.3046,肖世源,2018-11-29,27.34%,-0.35,-22.20%,19.71%
007781,天弘弘新混合发起式A,混合型-偏债,0.53,天弘基金,1.3042,胡彧,2023-07-06,5.88%,0.08,5.94%,None
021434,融通通福债券(LOF)D,债券型-混合一级,None,融通基金,1.3042,李冠頔,2024-05-13,None,None,None,None
161014,富国汇利回报两年定期开放债券,债券型-混合一级,5.04,富国基金,1.3040,黄纪亮,2014-03-26,1.44%,1.02,9.19%,21.82%
001258,兴业收益增强债券C,债券型-混合二级,7.25,兴业基金,1.3040,周鸣,2015-05-29,5.18%,0.33,9.90%,29.68%
006836,永赢惠泽一年,混合型-灵活,1.90,永赢基金,1.3040,李永兴,2019-06-05,9.09%,-0.62,-11.98%,30.43%
012238,工银养老产业股票C,股票型,0.88,工银瑞信基金,1.3040,赵蓓,2021-05-11,21.85%,-0.93,-46.71%,None
485007,工银添利债券B,债券型-混合一级,2.27,工银瑞信基金,1.3039,谷衡,2018-02-28,2.07%,1.16,12.20%,22.80%
005943,工银聚福混合A,混合型-偏债,0.25,工银瑞信基金,1.3036,李敏,2020-02-17,5.82%,-0.23,0.47%,29.24%
070025,嘉实信用债券A,债券型-混合一级,45.97,嘉实基金,1.3034,王立芹,2020-10-22,1.05%,2.84,14.03%,21.31%
750003,安信目标收益债券C,债券型-混合一级,5.42,安信基金,1.3034,张翼飞,2016-03-14,2.11%,1.13,12.07%,27.10%
004535,汇添富双盈回报一年持有债C,债券型-混合二级,0.04,汇添富基金,1.3024,何彪,2022-10-11,3.29%,-0.50,-0.47%,19.11%
001707,诺安高端制造股票A,股票型,0.62,诺安基金,1.3020,童宇,2020-12-31,22.98%,-0.44,-23.50%,18.80%
005413,金信民长混合C,混合型-灵活,0.60,金信基金,1.3020,刘榕俊,2022-08-16,29.49%,-0.42,-29.45%,None
005830,建信MSCI联接C,指数型-股票,0.09,建信基金,1.3017,梁洪昀,2018-05-16,14.63%,-0.68,-23.36%,16.59%
005261,银华稳健增利灵活配置混合C,混合型-灵活,0.08,银华基金,1.3016,马君,2017-12-15,17.23%,-0.51,-20.46%,55.56%
162210,宏利集利债券A,债券型-混合二级,9.93,宏利基金,1.3015,李宇璐,2021-11-11,3.92%,0.58,11.76%,23.03%
519685,交银双利债券C,债券型-混合二级,0.46,交银施罗德基金,1.3015,魏玉敏,2022-08-18,2.84%,-0.03,4.27%,14.37%
005275,中欧创新成长灵活配置混合A,混合型-灵活,12.50,中欧基金,1.3015,王培,2018-03-26,18.48%,-1.10,-46.48%,29.44%
020315,嘉实前沿科技沪港深股票C,股票型,0.38,嘉实基金,1.3013,王贵重,2023-12-14,None,None,None,None
610006,信澳产业升级混合,混合型-偏股,2.08,信达澳亚基金,1.3010,曾国富,2015-02-14,31.35%,-0.71,-50.15%,20.02%
003484,金鹰鑫益混合A,混合型-灵活,0.17,金鹰基金,1.3009,林龙军,2018-05-17,4.14%,-0.07,3.63%,25.77%
008907,汇添富中证国企一带一路ETF联接A,指数型-股票,0.82,汇添富基金,1.3004,孙浩,2023-08-29,16.00%,-0.23,-6.59%,None
217003,招商安泰债券A,债券型-长债,6.38,招商基金,1.3002,刘万锋,2021-02-18,0.91%,3.06,13.42%,23.36%
000245,天弘稳利定期开放B,债券型-长债,0.11,天弘基金,1.3002,柴文婷,2017-06-03,None,None,13.79%,21.22%
008227,宝盈研究精选混合A,混合型-偏股,3.31,宝盈基金,1.3002,姚艺,2023-04-15,27.49%,-0.64,-41.12%,None
004687,汇添富熙和混合A,混合型-偏债,0.03,汇添富基金,1.3001,何彪,2021-09-03,5.54%,-0.97,-11.14%,30.71%
001355,广发聚泰混合A,混合型-偏债,12.28,广发基金,1.2996,宋倩倩,2021-09-16,0.89%,2.51,11.65%,24.36%
003745,广发多元新兴股票,股票型,20.53,广发基金,1.2992,刘格菘,2018-11-05,23.28%,-0.98,-51.08%,34.45%
009067,国泰中证新能源汽车ETF联接A,指数型-股票,2.32,国泰基金,1.2992,晏曦,2022-12-30,29.19%,-0.67,-45.13%,None
003485,金鹰鑫益混合C,混合型-灵活,0.44,金鹰基金,1.2991,林龙军,2018-05-17,4.14%,-0.10,3.31%,25.06%
007690,国投瑞银新能源混合C,混合型-偏股,19.12,国投瑞银基金,1.2986,施成,2019-11-18,35.49%,-0.57,-46.07%,None
